1.000
0.979
0.994
1.067
1.134
1.191
1.239
1.280
1.304
1.343
1.369
1.390
1.409
1.426
1.440
1.453
1.464
1.473
1.482
1.488
1.495
1.502
1.507
1.512
1.516
1.518
1.523
1.525
1.527
1.528
