0.946
0.945
0.945
0.944
0.948
0.945
0.944
0.944
0.944
0.947
0.948
0.948
0.947
0.961
1.011
1.057
1.096
1.154
1.308
1.537
1.643
1.691
1.695
1.731
1.765
1.777
1.785
1.796
1.812
1.831
1.851
1.873
1.896
1.913
1.916
1.908
1.894
1.876
1.859
1.846
1.844
1.857
1.889
1.935
1.988
2.044
2.098
2.151
2.203
2.250
2.290
2.326
2.358
2.385
2.408
2.427
2.444
2.457
2.467
2.473
2.478
2.480
2.480
2.480
2.480
2.479
2.478
2.478
2.478
2.475
2.473
2.471
2.467
2.460
2.453
2.446
2.435
2.423
2.412
2.401
2.389
2.378
2.368
2.361
2.355
2.350
2.346
2.344
2.341
2.338
2.337
2.335
2.332
2.330
2.329
2.326
2.323
2.322
2.320
2.321
2.319
